"2008","ANIMATED FEATURE FILM","BOLT",0
"2008","ANIMATED FEATURE FILM","KUNG FU PANDA",0
"2008","ANIMATED FEATURE FILM","WALL-E",1
"2008","ART DIRECTION","CHANGELING",0
"2008","ART DIRECTION","THE CURIOUS CASE OF BENJAMIN BUTTON",1
"2008","ART DIRECTION","THE DARK KNIGHT",0
"2008","ART DIRECTION","THE DUCHESS",0
"2008","ART DIRECTION","REVOLUTIONARY ROAD",0
"2008","CINEMATOGRAPHY","CHANGELING",0
"2008","CINEMATOGRAPHY","THE CURIOUS CASE OF BENJAMIN BUTTON",0
"2008","CINEMATOGRAPHY","THE DARK KNIGHT",0
"2008","CINEMATOGRAPHY","THE READER",0
"2008","CINEMATOGRAPHY","SLUMDOG MILLIONAIRE",1
"2008","COSTUME DESIGN","AUSTRALIA",0
"2008","COSTUME DESIGN","THE CURIOUS CASE OF BENJAMIN BUTTON",0
"2008","COSTUME DESIGN","THE DUCHESS",1
"2008","COSTUME DESIGN","MILK",0
"2008","COSTUME DESIGN","REVOLUTIONARY ROAD",0
"2008","DIRECTING","THE CURIOUS CASE OF BENJAMIN BUTTON",0
"2008","DIRECTING","FROST/NIXON",0
"2008","DIRECTING","MILK",0
"2008","DIRECTING","THE READER",0
"2008","DIRECTING","SLUMDOG MILLIONAIRE",1
"2008","DOCUMENTARY (FEATURE)","THE BETRAYAL (NERAKHOON)",0
"2008","DOCUMENTARY (FEATURE)","ENCOUNTERS AT THE END OF THE WORLD",0
"2008","DOCUMENTARY (FEATURE)","THE GARDEN",0
"2008","DOCUMENTARY (FEATURE)","MAN ON WIRE",1
"2008","DOCUMENTARY (FEATURE)","TROUBLE THE WATER",0
"2008","DOCUMENTARY (SHORT SUBJECT)","THE CONSCIENCE OF NHEM EN",0
"2008","DOCUMENTARY (SHORT SUBJECT)","THE FINAL INCH",0
"2008","DOCUMENTARY (SHORT SUBJECT)","SMILE PINKI",1
"2008","DOCUMENTARY (SHORT SUBJECT)","THE WITNESS - FROM THE BALCONY OF ROOM 306",0
"2008","FILM EDITING","THE CURIOUS CASE OF BENJAMIN BUTTON",0
"2008","FILM EDITING","THE DARK KNIGHT",0
"2008","FILM EDITING","FROST/NIXON",0
"2008","FILM EDITING","MILK",0
"2008","FILM EDITING","SLUMDOG MILLIONAIRE",1
"2008","MAKEUP","THE CURIOUS CASE OF BENJAMIN BUTTON",1
"2008","MAKEUP","THE DARK KNIGHT",0
"2008","MAKEUP","HELLBOY II: THE GOLDEN ARMY",0
"2008","MUSIC (SCORING)","THE CURIOUS CASE OF BENJAMIN BUTTON",0
"2008","MUSIC (SCORING)","DEFIANCE",0
"2008","MUSIC (SCORING)","MILK",0
"2008","MUSIC (SCORING)","SLUMDOG MILLIONAIRE",1
"2008","MUSIC (SCORING)","WALL-E",0
"2008","MUSIC (SONG)","WALL-E",0
"2008","MUSIC (SONG)","SLUMDOG MILLIONAIRE",1
"2008","MUSIC (SONG)","SLUMDOG MILLIONAIRE",0
"2008","BEST PICTURE","THE CURIOUS CASE OF BENJAMIN BUTTON",0
"2008","BEST PICTURE","FROST/NIXON",0
"2008","BEST PICTURE","MILK",0
"2008","BEST PICTURE","THE READER",0
"2008","BEST PICTURE","SLUMDOG MILLIONAIRE",1
"2008","SHORT FILM (ANIMATED)","LA MAISON EN PETITS CUBES",1
"2008","SHORT FILM (ANIMATED)","LAVATORY - LOVESTORY",0
"2008","SHORT FILM (ANIMATED)","OKTAPODI",0
"2008","SHORT FILM (ANIMATED)","PRESTO",0
"2008","SHORT FILM (ANIMATED)","THIS WAY UP",0
"2008","SHORT FILM (LIVE ACTION)","AUF DER STRECKE (ON THE LINE)",0
"2008","SHORT FILM (LIVE ACTION)","MANON ON THE ASPHALT",0
"2008","SHORT FILM (LIVE ACTION)","NEW BOY",0
"2008","SHORT FILM (LIVE ACTION)","THE PIG",0
"2008","SHORT FILM (LIVE ACTION)","SPIELZEUGLAND (TOYLAND)",1
"2008","SOUND","THE CURIOUS CASE OF BENJAMIN BUTTON",0
"2008","SOUND","THE DARK KNIGHT",0
"2008","SOUND","SLUMDOG MILLIONAIRE",1
"2008","SOUND","WALL-E",0
"2008","SOUND","WANTED",0
"2008","SOUND EDITING","THE DARK KNIGHT",1
"2008","SOUND EDITING","IRON MAN",0
"2008","SOUND EDITING","SLUMDOG MILLIONAIRE",0
"2008","SOUND EDITING","WALL-E",0
"2008","SOUND EDITING","WANTED",0
"2008","VISUAL EFFECTS","THE CURIOUS CASE OF BENJAMIN BUTTON",1
"2008","VISUAL EFFECTS","THE DARK KNIGHT",0
"2008","VISUAL EFFECTS","IRON MAN",0
"2008","WRITING","THE CURIOUS CASE OF BENJAMIN BUTTON",0
"2008","WRITING","DOUBT",0
"2008","WRITING","FROST/NIXON",0
"2008","WRITING","THE READER",0
"2008","WRITING","SLUMDOG MILLIONAIRE",1
"2008","WRITING","FROZEN RIVER",0
"2008","WRITING","HAPPY-GO-LUCKY",0
"2008","WRITING","IN BRUGES",0
"2008","WRITING","MILK",1
"2008","WRITING","WALL-E",0
"2007","ACTOR -- LEADING ROLE","MICHAEL CLAYTON",0
"2007","ACTOR -- LEADING ROLE","THERE WILL BE BLOOD",1
"2007","ACTOR -- LEADING ROLE","SWEENEY TODD THE DEMON BARBER OF FLEET STREET",0
"2007","ACTOR -- LEADING ROLE","IN THE VALLEY OF ELAH",0
"2007","ACTOR -- LEADING ROLE","EASTERN PROMISES",0
"2007","ACTOR -- SUPPORTING ROLE","THE ASSASSINATION OF JESSE JAMES BY THE COWARD ROBERT FORD",0
"2007","ACTOR -- SUPPORTING ROLE","NO COUNTRY FOR OLD MEN",1
"2007","ACTOR -- SUPPORTING ROLE","CHARLIE WILSON'S WAR",0
"2007","ACTOR -- SUPPORTING ROLE","INTO THE WILD",0
"2007","ACTOR -- SUPPORTING ROLE","MICHAEL CLAYTON",0
"2007","ACTRESS -- LEADING ROLE","ELIZABETH: THE GOLDEN AGE",0
"2007","ACTRESS -- LEADING ROLE","AWAY FROM HER",0
"2007","ACTRESS -- LEADING ROLE","LA VIE EN ROSE",1
"2007","ACTRESS -- LEADING ROLE","THE SAVAGES",0
"2007","ACTRESS -- LEADING ROLE","JUNO",0
"2007","ACTRESS -- SUPPORTING ROLE","I'M NOT THERE",0
"2007","ACTRESS -- SUPPORTING ROLE","AMERICAN GANGSTER",0
"2007","ACTRESS -- SUPPORTING ROLE","ATONEMENT",0
"2007","ACTRESS -- SUPPORTING ROLE","GONE BABY GONE",0
"2007","ACTRESS -- SUPPORTING ROLE","MICHAEL CLAYTON",1
"2007","ANIMATED FEATURE FILM","PERSEPOLIS",0
"2007","ANIMATED FEATURE FILM","RATATOUILLE",1
"2007","ANIMATED FEATURE FILM","SURF'S UP",0
"2007","ART DIRECTION","AMERICAN GANGSTER",0
"2007","ART DIRECTION","ATONEMENT",0
"2007","ART DIRECTION","THE GOLDEN COMPASS",0
"2007","ART DIRECTION","SWEENEY TODD THE DEMON BARBER OF FLEET STREET",1
"2007","ART DIRECTION","THERE WILL BE BLOOD",0
"2007","CINEMATOGRAPHY","THE ASSASSINATION OF JESSE JAMES BY THE COWARD ROBERT FORD",0
"2007","CINEMATOGRAPHY","ATONEMENT",0
"2007","CINEMATOGRAPHY","THE DIVING BELL AND THE BUTTERFLY",0
"2007","CINEMATOGRAPHY","NO COUNTRY FOR OLD MEN",0
"2007","CINEMATOGRAPHY","THERE WILL BE BLOOD",1
"2007","COSTUME DESIGN","ACROSS THE UNIVERSE",0
"2007","COSTUME DESIGN","ATONEMENT",0
"2007","COSTUME DESIGN","ELIZABETH: THE GOLDEN AGE",1
